price_level,n_seats,mkting_source,season,location,setconcerts,multi_tickets,concert_name,settickets,who,what,ID
4.0,1,postcard or brochure,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks45
3.0,2,unknown,2012,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000Lhybl
1.0,3,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuQoC
2.0,2,web search,2013,san francisco,5.0,0,999,999.0,unknown,999,001i000000oks1R
4.0,2,philharmonia website,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRFP
3.0,3,word of mouth,2013,berkeley saturday,5.0,1,999,999.0,unknown,999,001i000000oks2K
4.0,2,unknown,2010,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuPGf
1.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuPte
2.0,2,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuOYM
2.0,4,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRDO
4.0,2,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuRW4
3.0,2,philharmonia website,2013,san francisco,5.0,0,999,999.0,unknown,999,001i000000ZtB0Y
4.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRMJ
3.0,2,postcard or brochure,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuRWx
0.0,6,unknown,2010,family concert,999.0,1,999,999.0,unknown,999,001i000000NuO1V
2.0,3,word of mouth,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks2l
2.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRCM
1.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRSD
4.0,5,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRFG
1.0,3,unknown,2010,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuQ4L
2.0,2,unknown,2011,unknown,3.0,0,999,999.0,unknown,999,001i000000NuREr
3.0,2,postcard or brochure,2013,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuPT0
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRWr
1.0,1,unknown,2011,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuOoD
4.0,1,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuQV3
2.0,4,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuREc
2.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuNlw
1.0,2,unknown,2011,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuNsg
1.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuROo
3.0,2,unknown,2011,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRVC
4.0,3,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000LhyXd
2.0,1,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000q7wAa
3.0,6,unknown,2011,family concert,3.0,1,999,999.0,unknown,999,001i000000NuRJG
1.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuR8N
4.0,2,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRS4
4.0,3,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuQWm
2.0,2,postcard or brochure,2013,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuQoC
4.0,2,postcard or brochure,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuPSF
4.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRIR
1.0,3,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRBU
3.0,2,browsing city box office website,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks2S
3.0,1,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuRKI
4.0,1,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRPE
4.0,3,unknown,2011,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRLM
2.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuQMJ
3.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuQuO
2.0,2,unknown,2010,peninsula,4.0,0,999,999.0,unknown,999,001i000000LhyQD
1.0,2,unknown,2012,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRQc
4.0,1,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRS6
4.0,1,unknown,2010,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuNvd
4.0,1,unknown,2011,family concert,3.0,0,999,999.0,unknown,999,001i000000NuRPH
1.0,5,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOrg
999.0,2,unknown,2012,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuOPw
4.0,1,unknown,2011,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuRNb
3.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOQv
1.0,1,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000LhyY6
2.0,2,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks2r
2.0,4,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRD8
3.0,2,other,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuQws
4.0,1,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRMU
3.0,1,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuRWk
3.0,2,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuQvV
4.0,2,unknown,2011,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRI3
4.0,1,unknown,2012,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuRGC
4.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuQus
4.0,1,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRQX
4.0,1,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuPqd
2.0,3,postcard or brochure,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000oks19
4.0,1,unknown,2011,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRBM
4.0,3,kdfc radio,2013,peninsula,2.0,1,999,999.0,unknown,999,001i000000ZvPmj
2.0,2,unknown,2012,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuOLe
999.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000Lhyad
4.0,2,kdfc radio,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks40
3.0,1,word of mouth,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000oks22
1.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuP5Q
1.0,1,philharmonia website,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000LhyX8
1.0,2,unknown,2011,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuRUM
1.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuQfk
3.0,2,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuQnl
4.0,1,unknown,2010,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuQsx
4.0,9,unknown,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuOg3
4.0,1,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000q7wAv
4.0,1,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQSj
3.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuR3w
4.0,6,philharmonia website,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuQTw
1.0,2,unknown,2013,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuNUK
999.0,4,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuQpO
4.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuREo
1.0,2,philharmonia website,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks4T
4.0,2,unknown,2011,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRMK
4.0,3,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRRN
2.0,2,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRMA
3.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuPSY
4.0,6,postcard or brochure,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000bV1Cy
2.0,2,unknown,2012,peninsula,1.0,0,999,999.0,unknown,999,001i000000LhyPj
4.0,2,postcard or brochure,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuS4t
2.0,2,unknown,2010,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuRNu
1.0,3,news story or review,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2M
4.0,1,other radio,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuPsQ
1.0,2,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRHd
2.0,1,unknown,2012,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuOPV
4.0,2,unknown,2012,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuRCs
4.0,2,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuRMU
3.0,4,philharmonia website,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000oks46
3.0,2,unknown,2012,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuR7i
2.0,2,other,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000oks16
4.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRO8
1.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRMb
2.0,2,kdfc radio,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2j
2.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRCc
4.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuROM
2.0,4,city box office newsletter,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks1Y
4.0,2,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRDZ
1.0,1,other,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuOYU
4.0,1,unknown,2011,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuRWD
3.0,1,unknown,2010,peninsula,1.0,0,999,999.0,unknown,999,001i000000NuRKI
4.0,4,unknown,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000oks4y
2.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRWE
4.0,1,unknown,2010,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuR24
4.0,4,word of mouth,2013,san francisco,2.0,0,999,999.0,unknown,999,001i000000oks3b
4.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuQCc
1.0,2,unknown,2011,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRNR
4.0,2,news story or review,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuO9x
3.0,1,postcard or brochure,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuQ7p
2.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuRQQ
3.0,3,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRL2
4.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRBi
2.0,2,unknown,2010,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuOKH
2.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuQ1c
3.0,10,unknown,2011,family concert,3.0,1,999,999.0,unknown,999,001i000000LhyQy
4.0,1,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000Lhydo
999.0,2,unknown,2012,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000Lhyb0
4.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRDd
1.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRMI
1.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRDJ
1.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuREr
3.0,2,other,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks2u
4.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000Lhyb3
0.0,3,unknown,2010,family concert,999.0,0,999,999.0,unknown,999,001i000000NuQxg
4.0,1,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRGZ
2.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRSG
3.0,1,word of mouth,2013,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000bUJYF
1.0,2,unknown,2012,peninsula,3.0,0,999,999.0,unknown,999,001i000000NuRQt
0.0,2,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRVA
3.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRPr
1.0,2,postcard or brochure,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOWt
4.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuQfZ
4.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRDp
4.0,2,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000LhySe
4.0,6,unknown,2011,peninsula,4.0,1,999,999.0,unknown,999,001i000000NuQrR
4.0,2,unknown,2010,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuQxU
3.0,1,word of mouth,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000oks3Y
3.0,1,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000LhySM
3.0,2,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRRi
2.0,2,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRWp
999.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuP52
4.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRKw
2.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuQgr
3.0,2,unknown,2012,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuQTj
4.0,1,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuRW1
1.0,1,word of mouth,2013,san francisco,4.0,0,999,999.0,unknown,999,001i000000oks4Z
3.0,2,web search,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks33
4.0,1,unknown,2012,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuOR7
1.0,1,unknown,2012,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRLx
2.0,1,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuQbZ
999.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRUG
1.0,4,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuRFo
4.0,2,unknown,2011,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuNiy
1.0,4,other,2013,berkeley saturday,5.0,1,999,999.0,unknown,999,001i000000NuPcA
3.0,3,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRP0
2.0,4,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000q7wAX
999.0,1,unknown,2012,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRUv
3.0,4,unknown,2011,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuQDR
1.0,4,unknown,2011,berkeley saturday,4.0,1,999,999.0,unknown,999,001i000000NuRHu
4.0,2,unknown,2011,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuRMY
1.0,2,kdfc radio,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuNjT
999.0,2,unknown,2012,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRUV
3.0,3,other print,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuQ2t
2.0,1,unknown,2011,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRJI
4.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuR2D
3.0,2,web search,2013,peninsula,1.0,0,999,999.0,unknown,999,001i000000oks4V
1.0,2,unknown,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000q7wAu
2.0,1,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuOZ4
4.0,2,postcard or brochure,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000oks3m
4.0,2,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuRMT
4.0,2,unknown,2011,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRJb
3.0,4,unknown,2011,berkeley saturday,7.0,1,999,999.0,unknown,999,001i000000NuO2Q
2.0,1,unknown,2011,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRSI
999.0,2,unknown,2012,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRT8
2.0,4,unknown,2012,san francisco,2.0,1,999,999.0,unknown,999,001i000000NuRSY
4.0,2,unknown,2013,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuPyO
3.0,1,other,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuRR1
1.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRCh
2.0,4,unknown,2013,san francisco,4.0,1,999,999.0,unknown,999,001i000000NuORg
1.0,2,unknown,2012,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRD0
1.0,1,unknown,2012,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuRB8
1.0,2,other,2013,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuNrp
4.0,1,unknown,2011,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuR7O
4.0,3,philharmonia website,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000oks1S
4.0,2,unknown,2012,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuRG0
1.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuPYD
4.0,2,unknown,2012,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRPA
4.0,2,postcard or brochure,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000V24u1
1.0,2,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuROQ
2.0,1,san francisco classical voice,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000oks2t
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRBo
4.0,1,unknown,2011,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRIF
4.0,2,unknown,2011,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRLt
1.0,2,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000Lhyd8
4.0,2,unknown,2010,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuOys
4.0,2,unknown,2012,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuQ7O
1.0,2,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuRP9
3.0,4,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRE0
2.0,2,other,2013,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRGs
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuNlk
1.0,2,unknown,2011,peninsula,7.0,0,999,999.0,unknown,999,001i000000LhyRu
999.0,1,unknown,2011,peninsula,6.0,0,999,999.0,unknown,999,001i000000NuRWR
4.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRCI
3.0,2,philharmonia website,2013,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuPab
3.0,1,city box office special offer email,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuO2Q
1.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRVF
4.0,3,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuR9u
3.0,2,other,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000NuRWW
4.0,2,unknown,2011,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuRPM
4.0,1,unknown,2011,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuR76
1.0,2,unknown,2010,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuR1t
3.0,3,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuRRi
1.0,2,unknown,2010,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuOkT
2.0,3,unknown,2013,berkeley saturday,2.0,1,999,999.0,unknown,999,001i000000NuOFJ
1.0,1,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuREg
3.0,2,unknown,2010,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuNh9
1.0,2,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRSR
2.0,2,postcard or brochure,2013,san francisco,5.0,0,999,999.0,unknown,999,001i000000NuNs0
4.0,2,unknown,2010,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuOOx
4.0,1,unknown,2010,berkeley saturday,7.0,0,999,999.0,unknown,999,001i000000NuR24
4.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRDb
2.0,2,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuPab
4.0,2,unknown,2010,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuNWf
4.0,1,unknown,2010,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuR0H
4.0,1,unknown,2012,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuQQb
2.0,3,unknown,2010,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuQS7
1.0,3,unknown,2012,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRCl
4.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuR1v
4.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuOP0
4.0,1,unknown,2011,unknown,3.0,0,999,999.0,unknown,999,001i000000NuP3o
4.0,3,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRR5
1.0,1,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuRLU
1.0,2,other,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks2G
3.0,2,web search,2013,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuRGw
4.0,1,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuOP0
2.0,2,unknown,2011,unknown,3.0,0,999,999.0,unknown,999,001i000000NuPLa
2.0,2,unknown,2011,berkeley sunday,2.0,0,999,999.0,unknown,999,001i000000NuRIS
3.0,2,philharmonia website,2013,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuNqf
4.0,2,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuRGi
999.0,2,unknown,2012,peninsula,2.0,0,999,999.0,unknown,999,001i000000NuRAA
1.0,1,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuQco
3.0,2,unknown,2010,san francisco,4.0,0,999,999.0,unknown,999,001i000000NuOB4
4.0,1,unknown,2011,berkeley sunday,7.0,0,999,999.0,unknown,999,001i000000NuNnM
3.0,2,unknown,2012,berkeley sunday,3.0,0,999,999.0,unknown,999,001i000000NuRE8
1.0,2,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuRBB
1.0,2,unknown,2010,peninsula,7.0,0,999,999.0,unknown,999,001i000000NuR4J
4.0,1,unknown,2010,san francisco,3.0,0,999,999.0,unknown,999,001i000000NuQwI
3.0,4,philharmonia website,2013,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000oks25
3.0,2,philharmonia website,2013,berkeley sunday,1.0,0,999,999.0,unknown,999,001i000000NuORy
4.0,1,unknown,2011,peninsula,4.0,0,999,999.0,unknown,999,001i000000NuPqd
2.0,2,unknown,2012,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000NuRRo
4.0,2,unknown,2011,berkeley sunday,4.0,0,999,999.0,unknown,999,001i000000NuRMx
1.0,1,unknown,2012,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuREp
1.0,1,unknown,2012,san francisco,3.0,0,999,999.0,unknown,999,001i000000Lhya7
2.0,1,unknown,2012,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRBQ
3.0,1,unknown,2010,berkeley saturday,4.0,0,999,999.0,unknown,999,001i000000LhyX8
3.0,2,unknown,2010,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuR3u
4.0,1,unknown,2011,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000LhybR
4.0,2,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuRPJ
4.0,1,unknown,2013,san francisco,1.0,0,999,999.0,unknown,999,001i000000NuPxQ
2.0,2,unknown,2011,san francisco,2.0,0,999,999.0,unknown,999,001i000000NuRMS
3.0,4,unknown,2010,san francisco,7.0,0,999,999.0,unknown,999,001i000000NuO4q
4.0,4,unknown,2012,family concert,5.0,1,999,999.0,unknown,999,001i000000NuNUh
4.0,2,word of mouth,2013,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuRWW
2.0,4,other,2013,berkeley saturday,3.0,0,999,999.0,unknown,999,001i000000NuOVA
2.0,2,unknown,2011,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000NuNll
4.0,1,unknown,2012,berkeley saturday,5.0,0,999,999.0,unknown,999,001i000000NuQqu
3.0,1,philharmonia website,2013,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuP2W
4.0,1,other,2013,berkeley saturday,2.0,0,999,999.0,unknown,999,001i000000oks3Z
4.0,1,unknown,2011,berkeley saturday,6.0,0,999,999.0,unknown,999,001i000000NuOcs
4.0,2,postcard or brochure,2013,berkeley saturday,1.0,0,999,999.0,unknown,999,001i000000oks3V
4.0,2,unknown,2011,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuNjw
999.0,1,unknown,2012,berkeley sunday,5.0,0,999,999.0,unknown,999,001i000000NuRUk
4.0,1,unknown,2012,san francisco,6.0,0,999,999.0,unknown,999,001i000000NuOVW
4.0,1,philharmonia website,2013,san francisco,6.0,0,999,999.0,unknown,999,001i000000oks4Q
4.0,3,unknown,2012,berkeley sunday,6.0,0,999,999.0,unknown,999,001i000000NuNr3
