label,billing_city,relationship,amount_2013,amount_lifetime,n_donations_life,first_donated,season,package,n_seats,location,section,price_level,subscription_tier,multiple_subs,ID
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRaI
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuS0X
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,2000,Quartet CC,3.0,contra costa,Orchestra,2.0,1.5,0,001i000000NuP0j
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,1998,Full,2.0,contra costa,Orchestra,2.0,2.0,0,001i000000NuP0j
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,2001,Quartet CC,3.0,contra costa,Orchestra,2.0,1.5,0,001i000000NuP0j
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,1999,Full,2.0,contra costa,Orchestra,2.0,2.0,0,001i000000NuP0j
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,2003,Quartet CC,1.0,contra costa,,,0.5,0,001i000000NuP0j
0.0,garberville,,0.0,338.0,2,2001-05-07 00:00:00,2002,Quartet CC,1.0,contra costa,,,0.5,0,001i000000NuP0j
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQXI
0.0,san ramon,,0.0,375.0,5,2001-09-29 00:00:00,999,,,,,,,0,001i000000NuPKG
0.0,fairfax,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQKf
0.0,palo alto,,0.0,25.0,1,1998-11-22 00:00:00,999,,,,,,,0,001i000000NuP4D
0.0,canaan,,0.0,0.0,0,,999,,,,,,,0,001i000000MKXh0
0.0,oakland,,0.0,970.0,3,2001-07-16 00:00:00,2001,Full,2.0,berkeley sunday,Orchestra,2.0,2.0,0,001i000000NuOSk
0.0,oakland,,0.0,970.0,3,2001-07-16 00:00:00,2002,Full,1.0,berkeley sunday,,,1.0,0,001i000000NuOSk
0.0,oakland,,0.0,970.0,3,2001-07-16 00:00:00,2003,Full,1.0,berkeley sunday,,,1.0,0,001i000000NuOSk
0.0,seattle,,0.0,200.0,1,1997-06-02 00:00:00,999,,,,,,,0,001i000000NuOtd
0.0,cloverdale,,0.0,425.0,4,1989-07-04 00:00:00,1995,Quartet,2.0,berkeley sunday,Orchestra,2.0,1.0,0,001i000000NuO9u
0.0,cloverdale,,0.0,425.0,4,1989-07-04 00:00:00,1993,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000NuO9u
0.0,cloverdale,,0.0,425.0,4,1989-07-04 00:00:00,1994,Full,2.0,berkeley sunday,Orchestra,2.0,2.0,0,001i000000NuO9u
0.0,redwood city,,0.0,0.0,0,,2000,Trio,2.0,peninsula,Balcony,4.0,1.0,0,001i000000NuP1X
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRYD
0.0,benicia,,0.0,0.0,0,,999,,,,,,,0,001i000000NuOui
0.0,san francisco,,0.0,0.0,0,,2001,Full,4.0,san francisco,Orchestra,2.0,4.0,0,001i000000NuPTb
0.0,santa ana,,0.0,0.0,0,,999,,,,,,,0,001i000000NuNZr
0.0,san francisco,,0.0,0.0,0,,2010,Quartet A,2.0,san francisco,Dress Circle,2.0,1.0,0,001i000000NuQKO
0.0,san francisco,,0.0,0.0,0,,2009,Quartet,2.0,san francisco,Dress Circle,3.0,1.0,0,001i000000NuQKO
0.0,san francisco,,0.0,0.0,0,,2008,Quartet,2.0,san francisco,Dress Circle,3.0,1.0,0,001i000000NuQKO
0.0,san francisco,,0.0,0.0,0,,2006,Full,2.0,san francisco,Balcony,4.0,2.0,0,001i000000NuQKO
0.0,mountain view,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQML
1.0,alameda,,0.0,20.0,1,2014-06-09 00:00:00,999,,,,,,,0,001i000000tVZPa
0.0,santa cruz,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRUJ
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQ4S
0.0,newark,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRNe
0.0,palo alto,,0.0,0.0,0,,1993,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOKR
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRpO
0.0,berkeley,,0.0,0.0,0,,1996,Full,1.0,berkeley saturday,Balcony Front,3.0,1.0,0,001i000000NuNzm
0.0,castro valley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRFu
0.0,san carlos,,0.0,100.0,1,2006-11-06 00:00:00,999,,,,,,,0,001i000000NuQMd
0.0,san francisco,,0.0,50.0,1,1998-10-31 00:00:00,999,,,,,,,0,001i000000NuOuP
0.0,bethesda,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQXt
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRiD
0.0,el cerrito,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRVa
0.0,berkeley,,0.0,75.0,2,1998-12-31 00:00:00,1997,Quartet,2.0,berkeley sunday,Balcony Front,3.0,1.0,0,001i000000NuORE
0.0,berkeley,,0.0,75.0,2,1998-12-31 00:00:00,2002,Trio,1.0,san francisco,,,0.5,0,001i000000NuORE
0.0,berkeley,,0.0,75.0,2,1998-12-31 00:00:00,1998,Quartet,3.0,berkeley sunday,Balcony Front,3.0,1.5,0,001i000000NuORE
0.0,berkeley,,0.0,75.0,2,1998-12-31 00:00:00,2001,Quartet,2.0,berkeley saturday,Balcony Front,3.0,1.0,0,001i000000NuORE
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPDi
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQQm
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRhY
0.0,los altos,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPq6
0.0,piedmont,,0.0,0.0,0,,999,,,,,,,0,001i000000NuOUm
0.0,unknown,Education Participant,0.0,0.0,0,,999,,,,,,,0,001i000000N1vW6
0.0,san mateo,,0.0,150.0,1,1989-07-04 00:00:00,999,,,,,,,0,001i000000NuOFk
0.0,palo alto,,0.0,0.0,0,,1997,Quartet,1.0,peninsula,Orchestra,2.0,0.5,0,001i000000NuOnN
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRZk
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQv6
0.0,san francisco,,0.0,60.0,2,1989-07-04 00:00:00,999,,,,,,,0,001i000000NuNmc
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRdf
0.0,martinez,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPjg
0.0,albany,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQVz
0.0,berkeley,,0.0,275.0,3,1998-06-15 00:00:00,1998,Full,1.0,berkeley sunday,Orchestra,2.0,1.0,0,001i000000NuP0T
0.0,topeka,,0.0,150.0,1,1988-07-04 00:00:00,999,,,,,,,0,001i000000NuNw0
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRVl
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRsS
0.0,san francisco,,0.0,0.0,0,,1993,Full,1.0,san francisco,Balcony,4.0,1.0,0,001i000000NuOIE
0.0,alviso,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQOq
0.0,san francisco,,0.0,1050.0,9,1995-12-05 00:00:00,999,,,,,,,0,001i000000NuOhP
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQNo
0.0,belmont,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQ7t
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000c28lF
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuOY9
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQXx
0.0,scottsdale,,0.0,0.0,0,,2001,Full,2.0,berkeley saturday,Balcony Front,3.0,2.0,0,001i000000NuNY1
0.0,orinda,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQQH
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQKg
0.0,san ramon,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQtz
0.0,san francisco,,0.0,0.0,0,,2000,Trio,1.0,san francisco,Orchestra,2.0,0.5,0,001i000000NuPIo
0.0,san francisco,,0.0,0.0,0,,2001,Quartet,1.0,san francisco,Orchestra,2.0,0.5,0,001i000000NuPIo
0.0,san francisco,,0.0,125.0,2,2006-10-25 00:00:00,999,,,,,,,0,001i000000NuQH3
0.0,san francisco,,0.0,1050.0,2,2014-03-05 00:00:00,999,,,,,,,0,001i000000elRcI
0.0,los altos,,0.0,0.0,0,,1997,Quartet,2.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOr7
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQKb
0.0,san leandro,,0.0,30.0,1,2014-02-09 00:00:00,999,,,,,,,0,001i000000dW85G
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000Li93r
0.0,oakland,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPad
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRQu
0.0,walnut creek,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPjr
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQRW
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRB6
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRYI
0.0,cambridge,,0.0,0.0,0,,1998,Quartet,2.0,san francisco,Dress Circle,3.0,1.0,0,001i000000NuP3O
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRpF
0.0,san jose,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQxR
0.0,san jose,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPRW
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2009,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2013,Full,2.0,berkeley sunday,,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2004,Full,1.0,berkeley sunday,,,1.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2008,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2011,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2006,Full,4.0,berkeley sunday,Balcony Front,3.0,4.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2012,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2010,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2007,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
1.0,moraga,,200.0,1544.5,10,2005-04-15 00:00:00,2005,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000Lhya6
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000Li95r
0.0,el cerrito,,0.0,0.0,0,,2003,Trio,1.0,berkeley saturday,,,0.5,0,001i000000NuNgz
0.0,el cerrito,,0.0,0.0,0,,1995,Full,2.0,santa rosa,Orchestra,2.0,2.0,0,001i000000NuNgz
0.0,san anselmo,,0.0,0.0,0,,1995,Full,2.0,san francisco,Balcony,4.0,2.0,0,001i000000NuOiX
0.0,san jose,,0.0,0.0,0,,1993,Full,2.0,berkeley saturday,Balcony Front,3.0,2.0,0,001i000000NuNZE
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2003,Full,1.0,peninsula,,,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2006,Full,1.0,peninsula,Premium Orchestra,1.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,1996,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2000,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2001,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2010,Full,1.0,peninsula,Orchestra,0.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2007,Full,1.0,peninsula,Premium Orchestra,1.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2009,Full,1.0,peninsula,Premium Orchestra,1.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,1998,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,1997,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,1999,Full,1.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2002,Full,1.0,peninsula,,,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2005,Full,1.0,peninsula,Orchestra Front,1.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2008,Full,1.0,peninsula,Premium Orchestra,1.0,1.0,0,001i000000NuOjp
0.0,san carlos,,0.0,4918.0,16,1996-06-12 00:00:00,2004,Full,1.0,peninsula,,,1.0,0,001i000000NuOjp
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuNk7
0.0,palo alto,,0.0,0.0,0,,1994,Quartet,2.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuO0P
0.0,oakland,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRAa
0.0,atherton,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPUn
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2003,Full,1.0,berkeley saturday,,,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2006,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2002,Full,1.0,berkeley saturday,,,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,1999,Quartet,2.0,berkeley sunday,Balcony Rear,4.0,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2000,Full,2.0,berkeley sunday,Orchestra,2.0,2.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2005,Full,2.0,berkeley saturday,Orchestra Rear,2.0,2.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2004,Quartet,1.0,berkeley saturday,,,0.5,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2010,Quartet B,2.0,berkeley sunday,Orchestra,3.0,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2011,Quartet,2.0,berkeley sunday,Orchestra,3.0,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2001,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2008,Trio,2.0,berkeley saturday,Orchestra,2.0,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,2250.0,17,1998-12-28 00:00:00,2007,Quartet,2.0,berkeley saturday,Orchestra,2.0,1.0,0,001i000000NuP7A
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuRTs
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPqe
0.0,san francisco,,0.0,91000.0,5,2001-12-29 00:00:00,999,,,,,,,0,001i000000NuSp2
0.0,menlo park,,0.0,2.0,1,2014-02-02 00:00:00,999,,,,,,,0,001i000000c28o0
0.0,oakland,Education Participant,0.0,0.0,0,,999,,,,,,,0,001i000000MJzTj
0.0,laguna beach,,0.0,0.0,0,,999,,,,,,,0,001i000000NuNai
0.0,chicago,Vendor - Artistic,0.0,0.0,0,,999,,,,,,,0,001i000000N1vVv
0.0,kensington,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQBq
0.0,boulder,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQhS
0.0,oakland,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPhL
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQ6G
0.0,concord,,0.0,0.0,0,,999,,,,,,,0,001i000000oks4X
0.0,carmel,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPfP
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQ0o
0.0,mill valley,,0.0,0.0,0,,1995,Full,1.0,santa rosa,Orchestra,2.0,1.0,0,001i000000NuOis
0.0,mill valley,,0.0,0.0,0,,1996,Full,1.0,santa rosa,Orchestra,2.0,1.0,0,001i000000NuOis
0.0,santa barbara,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQvi
0.0,palo alto,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQm7
0.0,la jolla,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQfL
0.0,foster city,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPbg
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuS4H
0.0,san francisco,,0.0,828.0,4,1992-07-04 00:00:00,1993,Full,2.0,san francisco,Dress Circle,3.0,2.0,0,001i000000NuNWK
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2005,Full,4.0,berkeley saturday,Orchestra Front,1.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2001,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2013,Full,3.0,berkeley saturday,,0.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1999,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2008,Full,4.0,berkeley saturday,Premium Orchestra,1.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1996,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1995,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2000,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2010,Full,4.0,berkeley saturday,Orchestra,0.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2011,Full,4.0,berkeley saturday,Orchestra,0.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2002,Full,1.0,berkeley saturday,,,1.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2003,Full,1.0,berkeley saturday,,,1.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1998,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2004,Full,1.0,berkeley saturday,,,1.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1994,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1993,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2009,Full,4.0,berkeley saturday,Premium Orchestra,1.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2012,Full,4.0,berkeley saturday,Orchestra,0.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2007,Full,4.0,berkeley saturday,Premium Orchestra,1.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,2006,Full,4.0,berkeley saturday,Premium Orchestra,1.0,4.0,0,001i000000Lhyap
1.0,berkeley,,1250.0,21750.0,22,1992-07-04 00:00:00,1997,Full,3.0,berkeley saturday,Orchestra,2.0,3.0,0,001i000000Lhyap
0.0,benicia,,0.0,0.0,0,,999,,,,,,,0,001i000000NuO6w
0.0,belmont,,0.0,250.0,1,1990-07-04 00:00:00,999,,,,,,,0,001i000000NuOGw
0.0,los altos,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQCU
0.0,san francisco,,0.0,1000.0,1,2002-06-07 00:00:00,1996,Full,2.0,san francisco,Orchestra,2.0,2.0,0,001i000000NuOoF
0.0,san francisco,,0.0,1000.0,1,2002-06-07 00:00:00,2002,Full,1.0,san francisco,,,1.0,0,001i000000NuOoF
0.0,palo alto,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQjx
0.0,los altos,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQ3s
0.0,pinole,,0.0,160.0,5,1987-07-04 00:00:00,2000,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000NuNun
0.0,palo alto,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPnI
0.0,menlo park,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQaP
0.0,san francisco,,0.0,750.0,2,2004-11-30 00:00:00,999,,,,,,,0,001i000000NuQ06
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuS48
0.0,oakland,,0.0,600.0,5,2007-05-22 00:00:00,2007,Quartet,2.0,berkeley sunday,Premium Orchestra,1.0,1.0,0,001i000000NuQAd
0.0,oakland,,0.0,600.0,5,2007-05-22 00:00:00,2009,Quartet,2.0,berkeley sunday,Premium Orchestra,1.0,1.0,0,001i000000NuQAd
0.0,oakland,,0.0,600.0,5,2007-05-22 00:00:00,2008,Full,2.0,berkeley sunday,Premium Orchestra,1.0,2.0,0,001i000000NuQAd
0.0,unknown,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPzO
0.0,oakland,,0.0,60.0,1,1998-06-02 00:00:00,1998,Full,2.0,berkeley saturday,Orchestra,2.0,2.0,0,001i000000NuNxI
0.0,danville,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQRf
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000c1ohC
0.0,concord,,0.0,0.0,0,,1993,Quartet,1.0,contra costa,Balcony,4.0,0.5,0,001i000000NuNsJ
0.0,san francisco,,0.0,100.0,1,2007-04-10 00:00:00,2007,Quartet,2.0,san francisco,Premium Orchestra,1.0,1.0,0,001i000000NuNiP
0.0,san francisco,,0.0,100.0,1,2007-04-10 00:00:00,2006,Quartet,2.0,san francisco,Premium Orchestra,1.0,1.0,0,001i000000NuNiP
0.0,redwood city,,0.0,0.0,0,,999,,,,,,,0,001i000000NuR2b
0.0,orinda,,0.0,25.0,1,2004-11-10 00:00:00,1993,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000NuOMm
0.0,orinda,,0.0,25.0,1,2004-11-10 00:00:00,1994,Full,2.0,berkeley sunday,Balcony Front,3.0,2.0,0,001i000000NuOMm
1.0,san francisco,,1500.0,8150.0,10,2008-10-13 00:00:00,2010,Quartet B,2.0,san francisco,Orchestra,1.0,1.0,0,001i000000LhyQb
1.0,san francisco,,1500.0,8150.0,10,2008-10-13 00:00:00,2011,Quartet,2.0,san francisco,Orchestra,1.0,1.0,0,001i000000LhyQb
1.0,san francisco,,1500.0,8150.0,10,2008-10-13 00:00:00,2013,Full,2.0,san francisco,,1.0,2.0,0,001i000000LhyQb
1.0,san francisco,,1500.0,8150.0,10,2008-10-13 00:00:00,2009,Trio,2.0,san francisco,Premium Orchestra,1.0,1.0,0,001i000000LhyQb
1.0,san francisco,,1500.0,8150.0,10,2008-10-13 00:00:00,2012,Full,2.0,san francisco,Orchestra,1.0,2.0,0,001i000000LhyQb
0.0,mill valley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuNhF
0.0,westminster,,0.0,0.0,0,,999,,,,,,,0,001i000000NuNbC
0.0,berkeley,,0.0,0.0,0,,2007,Trio,2.0,berkeley saturday,Premium Orchestra,1.0,1.0,0,001i000000NuQ6j
0.0,oakley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPYC
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuREl
0.0,san francisco,,0.0,0.0,0,,999,,,,,,,0,001i000000NuPMY
0.0,redwood city,,0.0,0.0,0,,1996,Quartet,2.0,peninsula,Orchestra,2.0,1.0,0,001i000000NuOBy
0.0,unknown,,60000.0,568000.0,7,2007-07-09 00:00:00,999,,,,,,,0,001i000000NuSpk
0.0,san francisco,,0.0,0.0,0,,2004,Quartet,1.0,san francisco,,,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2009,Quartet,1.0,san francisco,Premium Orchestra,1.0,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2007,Quartet,1.0,san francisco,Premium Orchestra,1.0,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2005,Quartet,1.0,san francisco,Orchestra Front,1.0,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2010,Quartet A,1.0,san francisco,Orchestra,1.0,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2003,Quartet,1.0,san francisco,,,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2008,Quartet,1.0,san francisco,Premium Orchestra,1.0,0.5,0,001i000000NuNXj
0.0,san francisco,,0.0,0.0,0,,2006,Quartet,1.0,san francisco,Premium Orchestra,1.0,0.5,0,001i000000NuNXj
0.0,berkeley,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQPk
0.0,mountain view,,0.0,0.0,0,,999,,,,,,,0,001i000000NuQrM
0.0,south san francisco,,0.0,1.0,1,2008-06-17 00:00:00,2008,Full,1.0,san francisco,Balcony,4.0,1.0,0,001i000000NuQcL
0.0,sonoma,,0.0,50.0,1,1994-06-28 00:00:00,1996,Full,2.0,berkeley saturday,Balcony Front,3.0,2.0,0,001i000000NuOZy
0.0,sonoma,,0.0,50.0,1,1994-06-28 00:00:00,1994,Full,2.0,santa rosa,Orchestra,2.0,2.0,0,001i000000NuOZy
