label,billing_zip,billing_city,relationship,amount_2013,amount_lifetime,n_donations_life,ID,first_donation_year
0.0,94952,Petaluma,Education Participant,0.0,0.0,0,001i000000MJzV6,999
0.0,,,,0.0,0.0,0,001i000000NuRg6,999
0.0,94040,Mountain View,,0.0,25.0,1,001i000000NuOyB,1998.0
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuPT1,999
0.0,95139,San Jose,,0.0,0.0,0,001i000000NuQ0j,999
1.0,94709,Berkeley,,0.0,0.0,0,001i000000Lhydx,999
0.0,94102,San Francisco,,0.0,0.0,0,001i000000NuPv6,999
1.0,94301,Palo Alto,,150.0,1525.0,11,001i000000LhySN,2004.0
0.0,,,,0.0,0.0,0,001i000000NuS4B,999
0.0,91001,Altadena,,0.0,779.0,12,001i000000NuNds,1988.0
0.0,94609,Oakland,,0.0,0.0,0,001i000000NuQXf,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000ZuYcp,999
0.0,,,,0.0,0.0,0,001i000000NuRj1,999
0.0,92660,Newport Beach,,0.0,0.0,0,001i000000NuNcv,999
0.0,94706,Albany,,0.0,0.0,0,001i000000NuRHc,999
0.0,,,,0.0,13.0,1,001i000000hbyiU,2014.0
0.0,94401,San Mateo,,0.0,0.0,0,001i000000NuQOe,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuOwV,999
0.0,94109,San Francisco,,0.0,650.0,4,001i000000NuNhr,2006.0
0.0,95113,San Jose,,0.0,0.0,0,001i000000NuRSi,999
0.0,94086,Sunnyvale,,0.0,0.0,0,001i000000NuQoZ,999
0.0,94403,San Mateo,,0.0,0.0,0,001i000000NuR0H,999
0.0,,,,0.0,125.0,1,001i000000NuNlR,1987.0
0.0,,,,0.0,0.0,0,001i000000NuS0t,999
0.0,94703,Berkeley,,0.0,0.0,0,001i000000NuNw9,999
0.0,94131,San Francisco,,0.0,0.0,0,001i000000oks4m,999
0.0,10018,New York,,0.0,0.0,0,001i000000MKXgw,999
0.0,94709,Berkeley,,0.0,195.0,8,001i000000NuPfQ,2003.0
1.0,95129,San Jose,,0.0,0.0,0,001i000000LhydN,999
0.0,,,,0.0,0.0,0,001i000000NuRtC,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQTZ,999
0.0,11548,Greenvale,Vendor - Artistic,0.0,0.0,0,001i000000MJzXe,999
0.0,,,,0.0,0.0,0,001i000000NuS5D,999
1.0,94707,Berkeley,,0.0,12015.0,25,001i000000LhyTj,1988.0
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQgg,999
0.0,94549,Lafayette,,0.0,110.0,3,001i000000NuNv4,1996.0
0.0,94122,San Francisco,,0.0,20652.19,19,001i000000NuNuF,1989.0
0.0,94596,Walnut Creek,,0.0,0.0,0,001i000000NuPx3,999
0.0,94087,Sunnyvale,,0.0,0.0,0,001i000000NuPtG,999
0.0,94709,Berkeley,,0.0,0.0,0,001i000000NuNin,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuO4F,999
0.0,,,,0.0,0.0,0,001i000000NuRhz,999
0.0,,,,0.0,0.0,0,001i000000NuRd4,999
0.0,94536,Fremont,,0.0,0.0,0,001i000000NuQbc,999
0.0,,,,0.0,0.0,0,001i000000NuRV1,999
0.0,94708,Berkeley,,0.0,100.0,2,001i000000NuOOv,1999.0
0.0,,,Education Participant,0.0,0.0,0,001i000000aUDwJ,999
0.0,,Berkeley,,0.0,0.0,0,001i000000NuQxe,999
1.0,94707,Berkeley,,100.0,750.0,8,001i000000LhyWX,2007.0
0.0,,,,0.0,20.0,1,001i000000NuPXZ,2001.0
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuOEL,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuRLU,999
0.0,94705,Berkeley,,0.0,454.0,4,001i000000NuP9u,1999.0
0.0,94707,Berkeley,,0.0,45.0,1,001i000000NuPBz,1999.0
0.0,94904,Kentfield,,0.0,300.0,5,001i000000NuOWm,1995.0
0.0,94133,San Francisco,,0.0,0.0,0,001i000000ZvVod,999
0.0,94546,Castro Valley,,0.0,10.0,1,001i000000NuO9y,1989.0
0.0,,,,0.0,0.0,0,001i000000NuNkd,999
0.0,94566,Pleasanton,,0.0,0.0,0,001i000000NuPmL,999
0.0,94952,Petaluma,,0.0,0.0,0,001i000000NuQ8b,999
0.0,93614,Coarsegold,,0.0,0.0,0,001i000000NuOSi,999
0.0,94010,Hillsborough,Education Participant,0.0,0.0,0,001i000000MJzVt,999
0.0,95113,San Jose,,0.0,0.0,0,001i000000V23aW,999
0.0,94116,San Francisco,,0.0,0.0,0,001i000000NuQSr,999
0.0,94551,Livermore,,0.0,25.0,1,001i000000NuPFr,2000.0
0.0,94114,San Francisco,,0.0,0.0,0,001i000000NuQEl,999
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuOfo,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuRGg,999
0.0,94707-1631,Berkeley,,0.0,0.0,0,001i000000V25YT,999
0.0,94114,San Francisco,,0.0,0.0,0,001i000000NuPHy,999
0.0,94801,Point Richmond,,0.0,0.0,0,001i000000NuP0C,999
1.0,94708,Berkeley,,0.0,0.0,0,001i000000LhyYk,999
0.0,94925,Corte Madera,,0.0,0.0,0,001i000000NuRNX,999
0.0,94708,Berkeley,,0.0,123.0,1,001i000000NuONz,1998.0
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuQjL,999
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuOgh,999
0.0,94706,Albany,,0.0,0.0,0,001i000000NuQds,999
0.0,94108,San Francisco,,0.0,0.0,0,001i000000NuR4H,999
0.0,94597,Walnut Creek,,0.0,0.0,0,001i000000NuQLJ,999
0.0,,,,0.0,0.0,0,001i000000NuRw6,999
0.0,,,,0.0,0.0,0,001i000000NuS8l,999
0.0,29407,Charleston,,0.0,108.0,4,001i000000NuNq8,1986.0
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuP3d,999
0.0,95060,Santa Cruz,,0.0,0.0,0,001i000000NuR0F,999
0.0,94702,Berkeley,,0.0,0.0,0,001i000000NuPup,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000em6y5,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuQgD,999
0.0,94022,Los Altos,,0.0,0.0,0,001i000000NuOLK,999
0.0,20852-3385,North Bethesda,Vendor - Artistic,0.0,0.0,0,001i000000MJzXX,999
0.0,95476,Sonoma,,0.0,0.0,0,001i000000NuPnn,999
0.0,94804,Richmond,,0.0,35.0,2,001i000000NuOCW,2000.0
0.0,80302,Boulder,,0.0,0.0,0,001i000000NuQ9B,999
0.0,94305,Palo Alto,,0.0,0.0,0,001i000000NuOtP,999
0.0,,,,0.0,0.0,0,001i000000Li93s,999
0.0,,Palo Alto,,0.0,0.0,0,001i000000NuQwv,999
0.0,,,,0.0,0.0,0,001i000000NuRYd,999
0.0,94131,San Francisco,,0.0,0.0,0,001i000000NuRR2,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuOZA,999
0.0,,,Vendor - General,0.0,0.0,0,001i000000MJzZ4,999
0.0,,,,0.0,0.0,0,001i000000NuRX7,999
0.0,,,,0.0,170.0,3,001i000000NuO5G,1985.0
0.0,94706-2337,Albany,,100.0,350.0,3,001i000000NuR5Y,2011.0
0.0,94708,Kensington,,0.0,36.0,1,001i000000NuNgO,1989.0
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuPnE,999
0.0,94549,Lafayette,,0.0,50.0,1,001i000000NuQ1M,2005.0
0.0,94024,Los Altos,,0.0,190.0,3,001i000000NuPld,2004.0
0.0,94607,Oakland,,0.0,50.0,1,001i000000NuNqd,1988.0
0.0,94930,Fairfax,,0.0,0.0,0,001i000000NuQOj,999
0.0,94122,San Francisco,,0.0,0.0,0,001i000000NuOre,999
0.0,,,,0.0,0.0,0,001i000000NuRgT,999
0.0,,Kendal  CU,,0.0,0.0,0,001i000000NuQSl,999
0.0,94065,Redwood City,,0.0,1750.0,14,001i000000NuO71,1995.0
0.0,,,,0.0,0.0,0,001i000000NuRtR,999
0.0,91730,Rancho Cucamonga,,0.0,0.0,0,001i000000NuPBa,999
0.0,95050,Santa Clara,,0.0,0.0,0,001i000000NuOOP,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuQje,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuRBT,999
0.0,94707,Berkeley,,0.0,25.0,1,001i000000NuNxE,1987.0
0.0,94115,San Francisco,,0.0,0.0,0,001i000000NuRSn,999
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000LhyWR,999
0.0,94705,Berkeley,,0.0,25.0,1,001i000000NuO5N,1986.0
0.0,94941,Mill Valley,,0.0,0.0,0,001i000000NuOIJ,999
0.0,94805,Richmond,,0.0,0.0,0,001i000000NuRKm,999
0.0,94583,San Ramon,,0.0,0.0,0,001i000000NuPnN,999
0.0,,,,0.0,0.0,0,001i000000NuRZb,999
0.0,94589,Vallejo,,0.0,0.0,0,001i000000NuQpF,999
0.0,94546,Castro Valley,Education Participant,0.0,0.0,0,001i000000MJzWR,999
0.0,94303,Palo Alto,,0.0,0.0,0,001i000000NuQij,999
0.0,94596,Walnut Creek,,0.0,0.0,0,001i000000NuNXb,999
0.0,94610,Oakland,Education Participant,0.0,0.0,0,001i000000MJzVA,999
0.0,95014,Cupertino,,0.0,0.0,0,001i000000NuOtS,999
0.0,94116,San Francisco,,0.0,10.0,1,001i000000NuNv5,1994.0
0.0,94127,San Francisco,,0.0,0.0,0,001i000000NuRMQ,999
0.0,94502,Alameda,,0.0,0.0,0,001i000000NuNYC,999
0.0,,,,0.0,0.0,0,001i000000NuRta,999
0.0,94061,Redwood City,,0.0,65.0,2,001i000000NuNvH,2001.0
0.0,94563,Orinda,,0.0,0.0,0,001i000000NuOUd,999
0.0,94596-4829,Walnut Creek,,0.0,0.0,0,001i000000NuNWP,999
0.0,,Berkeley,,0.0,0.0,0,001i000000NuR5d,999
0.0,94598,Walnut Creek,,0.0,0.0,0,001i000000NuRWJ,999
0.0,,Santa Clara,Education Participant,0.0,0.0,0,001i000000N1vVz,999
0.0,95624,Elk Grove,,0.0,60.0,2,001i000000NuPTz,2001.0
0.0,94704,Berkeley,,0.0,0.0,0,001i000000NuQsw,999
0.0,94708,Kensington,,0.0,173.0,2,001i000000NuOJl,1995.0
0.0,97213-2300,Portland,,0.0,0.0,0,001i000000NuNbv,999
0.0,6106,Hartford,Vendor - Artistic,0.0,0.0,0,001i000000MJzXK,999
0.0,94945,Novato,,0.0,50.0,1,001i000000NuOfz,1995.0
1.0,95124,San Jose,,600.0,4858.0,15,001i000000LhyVV,1995.0
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuRW4,999
0.0,,,,0.0,0.0,0,001i000000NuRht,999
1.0,94804,Richmond,,0.0,81.34,1,001i000000LhyWv,2014.0
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000NuPV1,999
0.0,94402,San Mateo,,0.0,0.0,0,001i000000NuPzL,999
0.0,94523,Pleasant Hill,,0.0,0.0,0,001i000000NuO4W,999
0.0,94114,San Francisco,,0.0,50.0,1,001i000000NuP4Z,1998.0
0.0,95130,San Jose,,0.0,0.0,0,001i000000NuQi0,999
0.0,94519,Concord,,0.0,0.0,0,001i000000NuOID,999
0.0,94306,Palo Alto,,0.0,75.0,3,001i000000NuPHA,2001.0
0.0,94107,San Francisco,,0.0,0.0,0,001i000000NuPmD,999
0.0,46032,Carmel,Vendor - Artistic,0.0,0.0,0,001i000000MJzXW,999
0.0,,,,0.0,0.0,0,001i000000NuRaD,999
0.0,,,,0.0,0.0,0,001i000000NuRge,999
0.0,,San Francisco,,0.0,0.0,0,001i000000NuR3x,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuOgy,999
0.0,94803,El Sobrante,,0.0,0.0,0,001i000000NuQHi,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuPKp,999
0.0,94403,San Mateo,,0.0,300.0,1,001i000000NuNsY,1999.0
0.0,94061,Redwood City,,0.0,0.0,0,001i000000NuQcc,999
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuQYr,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuQP2,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuRVS,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuO7N,999
0.0,94707,Berkeley,,0.0,416.0,12,001i000000NuOdG,1996.0
0.0,94960,San Anselmo,,0.0,185.0,4,001i000000NuNvz,1994.0
0.0,,,,0.0,0.0,0,001i000000NuS8r,999
0.0,94306,palo alto,,0.0,0.0,0,001i000000NuRLJ,999
0.0,94566,Pleasanton,,0.0,0.0,0,001i000000NuRGv,999
0.0,94553,Martinez,,0.0,0.0,0,001i000000NuQ1O,999
0.0,95030,Los Gatos,,0.0,1550.0,6,001i000000NuP94,1999.0
0.0,,,Vendor - Artistic,0.0,600.0,1,001i000000MKXhG,2008.0
0.0,94707,Kensington,,0.0,0.0,0,001i000000NuNaG,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuQ2i,999
0.0,95460,Mendocino,,0.0,0.0,0,001i000000NuOq9,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuPJI,999
0.0,94597,Walnut Creek,,0.0,0.0,0,001i000000NuPuW,999
0.0,94550,Livermore,,0.0,0.0,0,001i000000NuNpT,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuQUv,999
0.0,94404,Foster City,,0.0,0.0,0,001i000000NuOMG,999
0.0,19085,Villanova,,0.0,42781.17,20,001i000000NuP8b,1999.0
0.0,,Redwood City,,0.0,0.0,0,001i000000NuNUL,999
0.0,,,,0.0,0.0,0,001i000000MKXgm,999
0.0,89509,Reno,,0.0,0.0,0,001i000000NuQZW,999
0.0,94965,sausalito,,0.0,0.0,0,001i000000NuRAU,999
0.0,94114,San Francisco,,0.0,0.0,0,001i000000NuQJW,999
0.0,,,,0.0,0.0,0,001i000000NuRYV,999
0.0,98406,Tacoma,,0.0,0.0,0,001i000000NuQUV,999
0.0,94403,San Mateo,,0.0,125.0,1,001i000000NuSq7,2005.0
0.0,95466,Philo,,0.0,0.0,0,001i000000NuPlg,999
1.0,94110,San Francisco,,100.0,826.0,12,001i000000LhyVy,1995.0
0.0,95466,Philo,,0.0,0.0,0,001i000000NuQJA,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuPUa,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuRKq,999
0.0,,,,0.0,50.0,1,001i000000NuNyx,1988.0
0.0,94523,Pleasant Hill,,0.0,10.0,1,001i000000NuOrQ,1997.0
0.0,94301,Palo Alto,,0.0,189.0,3,001i000000NuOKX,1996.0
0.0,94110,San Francisco,,0.0,0.0,0,001i000000Li95U,999
0.0,94595,Walnut Creek,,0.0,2300.0,19,001i000000NuNm9,1988.0
0.0,94607,Oakland,,0.0,0.0,0,001i000000NuSpN,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuPri,999
0.0,94563,Orinda,,0.0,0.0,0,001i000000NuQg6,999
0.0,94706,Berkeley,,0.0,0.0,0,001i000000NuQ8S,999
0.0,94588,Pleasanton,Education Participant,0.0,0.0,0,001i000000MJzVH,999
0.0,,,,0.0,0.0,0,001i000000NuRf6,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuOax,999
1.0,94523,Pleasant Hill,,40.0,40.0,1,001i000000LhyWT,2013.0
0.0,,San Francisco,,0.0,0.0,0,001i000000NuQwc,999
0.0,,,,0.0,400.0,4,001i000000NuNhQ,1985.0
0.0,94930,Fairfax,,0.0,0.0,0,001i000000NuP3h,999
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuOoP,999
0.0,94112,San Francisco,,0.0,60.0,2,001i000000NuOQE,1995.0
0.0,94596,Walnut Creek,,0.0,350.0,4,001i000000NuOHX,1996.0
0.0,94703,Berkeley,,0.0,0.0,0,001i000000NuQvL,999
0.0,10025,New York,,0.0,0.0,0,001i000000oks4U,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000oks23,999
0.0,91030,South Pasadena,,0.0,0.0,0,001i000000oks1W,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuQ5R,999
0.0,,,,0.0,0.0,0,001i000000NuRav,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuQn4,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000em8ty,999
0.0,,,,0.0,0.0,0,001i000000NuPTm,999
0.0,BN3 3UL,Hove,,0.0,0.0,0,001i000000NuNhj,999
0.0,94404,San Mateo,,0.0,200.0,1,001i000000NuOu1,1997.0
0.0,94304,Palo Alto,,0.0,0.0,0,001i000000NuR9J,999
0.0,94708,Berkeley,,0.0,4.0,1,001i000000NuO9m,1988.0
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000NuQjT,999
0.0,10022,New York,,0.0,57000.0,11,001i000000NuSou,2001.0
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuOd2,999
0.0,,,,0.0,80.0,3,001i000000NuNtd,1988.0
0.0,94563,Orinda,,0.0,26.0,1,001i000000NuOvK,2006.0
0.0,94589,Vallejo,,0.0,0.0,0,001i000000NuQBV,999
0.0,94804-7447,Richmond,,50.0,50.0,1,001i000000NuR7O,2012.0
0.0,94710,Berkeley,,0.0,0.0,0,001i000000MJzbr,999
0.0,94941,Mill Valley,,0.0,600.0,1,001i000000NuR8K,2013.0
0.0,94302,Palo Alto,,0.0,0.0,0,001i000000NuQAu,999
0.0,94010,Burlingame,,0.0,0.0,0,001i000000NuNXK,999
0.0,94523,Pleasant Hill,,0.0,0.0,0,001i000000NuQRe,999
0.0,94903,San Rafael,,0.0,20.0,1,001i000000NuOb1,1996.0
1.0,94611,Oakland,,0.0,0.0,0,001i000000Lhyal,999
0.0,94110,San Francisco,,0.0,0.0,0,001i000000NuQE3,999
0.0,,,Education Participant,0.0,0.0,0,001i000000MJzbP,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuRKN,999
0.0,89113,Las Vegas,,0.0,150.0,1,001i000000NuOGh,1990.0
0.0,94925,Corte Madera,,0.0,0.0,0,001i000000NuPS8,999
0.0,94530,El Cerrito,,0.0,0.0,0,001i000000NuORh,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuOLR,999
0.0,,,,0.0,0.0,0,001i000000NuRgz,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuQlp,999
0.0,94595,Walnut Creek,,0.0,40.0,2,001i000000NuNvR,1994.0
0.0,94122,San Francisco,,0.0,0.0,0,001i000000NuPRF,999
0.0,94121,San Francisco,,0.0,0.0,0,001i000000NuP0x,999
0.0,,,,0.0,0.0,0,001i000000Li96O,999
0.0,10025,New York,,0.0,0.0,0,001i000000NuQGU,999
0.0,,Walnut Creek,,0.0,0.0,0,001i000000NuNUJ,999
0.0,,,,0.0,0.0,0,001i000000NuRbg,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuPru,999
0.0,94089,Sunnyvale,,0.0,75.0,3,001i000000NuOxw,1999.0
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuOt4,999
0.0,53711,Madison,,0.0,0.0,0,001i000000NuQAo,999
0.0,94133,San Francisco,,0.0,0.0,0,001i000000NuNkp,999
0.0,92821,Brea,,0.0,50.0,1,001i000000NuOuE,1997.0
0.0,92507,Riverside,,0.0,0.0,0,001i000000NuRSr,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuRHr,999
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuOqF,999
0.0,94703,Berkeley,,0.0,0.0,0,001i000000NuQZP,999
0.0,94568,Dublin,,0.0,1000.0,8,001i000000NuPNz,2001.0
0.0,92705,Santa Ana,,0.0,0.0,0,001i000000NuPIW,999
0.0,94306,Palo Alto,,0.0,127.0,3,001i000000NuO2o,1992.0
0.0,94024,Los Altos,,0.0,0.0,0,001i000000NuQHF,999
0.0,94611,Oakland,,0.0,0.0,0,001i000000NuRBE,999
0.0,94040,Mountain View,,0.0,0.0,0,001i000000NuQtr,999
0.0,,,,0.0,0.0,0,001i000000NuNia,999
0.0,,,,0.0,0.0,0,001i000000NuNkR,999
0.0,94024,Los Altos,,0.0,0.0,0,001i000000NuNzF,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuQx7,999
0.0,94530,El Cerrito,,0.0,500.0,1,001i000000NuPE5,2005.0
0.0,99223,Spokane,,0.0,100.0,1,001i000000NuO7M,1988.0
0.0,94158,San Francisco,,0.0,0.0,0,001i000000bV1Ea,999
0.0,,,,0.0,0.0,0,001i000000NuS1C,999
0.0,94070,San Carlos,,0.0,0.0,0,001i000000NuOmb,999
0.0,85004,Phoenix,,0.0,0.0,0,001i000000NuPaz,999
0.0,94303,Palo Alto,,0.0,2117.0,10,001i000000NuONB,1995.0
0.0,94608,Emeryville,,0.0,0.0,0,001i000000NuPqD,999
0.0,3086,Wilton,,0.0,0.0,0,001i000000NuNgw,999
0.0,94114,San Francisco,,0.0,0.0,0,001i000000NuR4l,999
0.0,95051,Santa Clara,,0.0,0.0,0,001i0000017bRA3,999
0.0,94111,San Bruno,,0.0,0.0,0,001i000000NuR1v,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuRSU,999
0.0,94590,Vallejo,,0.0,0.0,0,001i000000NuQ9q,999
0.0,,,,0.0,0.0,0,001i000000Q0sP1,999
0.0,94602,Oakland,,0.0,0.0,0,001i000000NuOn4,999
0.0,94523,Pleasant Hill,,0.0,0.0,0,001i000000NuNxQ,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000dW848,999
0.0,94607,Oakland,,0.0,0.0,0,001i000000NuR6y,999
0.0,,,,0.0,0.0,0,001i000000NuRpB,999
0.0,94115,San Francisco,,0.0,0.0,0,001i000000NuQpq,999
0.0,94306,Palo Alto,,0.0,525.0,8,001i000000NuNwp,1994.0
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuQjt,999
0.0,,,,0.0,0.0,0,001i000000NuRmt,999
0.0,94611,Piedmont,,0.0,750.0,2,001i000000NuQAQ,2006.0
0.0,94598,Walnut Creek,,0.0,75.0,2,001i000000NuOzK,1998.0
0.0,,,,600.0,2400.0,4,001i000000NuSq6,2009.0
0.0,,,,0.0,0.0,0,001i000000NuRg8,999
0.0,94122,San Francisco,,0.0,525.0,7,001i000000NuOoE,2000.0
0.0,94806-5718,San Pablo,,0.0,424.0,5,001i000000NuNVK,1987.0
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuR7c,999
0.0,94102,San Francisco,,0.0,775.0,9,001i000000NuQFb,2006.0
0.0,92612,Irvine,Vendor - Artistic,0.0,0.0,0,001i000000MJzXH,999
0.0,,,,0.0,0.0,0,001i000000NuRkZ,999
0.0,94549,Lafayette,,0.0,1150.0,7,001i000000NuNuE,1995.0
0.0,94133,San Francisco,,0.0,0.0,0,001i000000NuPln,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuQVD,999
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuRJ6,999
0.0,94703,Berkeley,,0.0,0.0,0,001i000000NuRcM,999
0.0,94549,Lafayette,,0.0,300.0,3,001i000000NuOgY,1996.0
0.0,94404,Foster City,,0.0,50.0,1,001i000000NuNb9,1988.0
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000NuRUE,999
0.0,,,,0.0,0.0,0,001i000000NuRgU,999
0.0,,San Francisco,Education Participant,0.0,0.0,0,001i000000MJzXm,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQJz,999
0.0,89450,Incline Village,,0.0,75000.0,4,001i000000NuSol,2004.0
0.0,95070,Saratoga,,0.0,0.0,0,001i000000NuQtb,999
0.0,94801,Point Richmond,,0.0,285.0,5,001i000000NuOAj,1989.0
0.0,97205,Portland,Peer Organization,0.0,0.0,0,001i000000MJzaq,999
0.0,94121,San Francisco,,0.0,0.0,0,001i000000NuPSo,999
1.0,94611,Oakland,,0.0,10324.0,33,001i000000LhyTF,1988.0
0.0,94103,San Francisco,,0.0,0.0,0,001i000000NuQuS,999
0.0,97080,Gresham,,0.0,1000.0,1,001i000000Y1cgu,2013.0
0.0,95051,santa clara,,0.0,0.0,0,001i000000NuRDV,999
0.0,94062,Redwood City,Education Participant,0.0,0.0,0,001i000000MJzXp,999
0.0,94110,San Francisco,,0.0,75.0,1,001i000000NuPau,2003.0
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuOo4,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000oks2m,999
0.0,94606,Oakland,,0.0,18.0,1,001i000000NuNcM,1986.0
0.0,94501,Alameda,,0.0,0.0,0,001i000000NuQoq,999
0.0,94304,Palo Alto,,0.0,0.0,0,001i000000LhyZZ,999
0.0,2130,Jamaica Plain,,0.0,0.0,0,001i000000NuQO4,999
0.0,94609,Oakland,,0.0,0.0,0,001i000000NuR75,999
0.0,94061,Redwood City,,0.0,0.0,0,001i000000NuOoQ,999
0.0,94523,Pleasant Hill,,0.0,0.0,0,001i000000NuODg,999
0.0,94708,Berkeley,,0.0,25.0,1,001i000000NuP9v,1999.0
0.0,94530,El Cerrito,,0.0,0.0,0,001i000000NuRC5,999
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000NuOfq,999
0.0,94804,Richmond,,0.0,0.0,0,001i000000NuR9B,999
0.0,,,,0.0,0.0,0,001i000000NuS5P,999
0.0,,,,0.0,0.0,0,001i000000NuRlQ,999
0.0,94080,S. San Francisco,,0.0,0.0,0,001i000000NuOSc,999
0.0,95073,Soquel,,0.0,0.0,0,001i000000NuQsl,999
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuOwJ,999
0.0,,,,0.0,0.0,0,001i000000NuRqX,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuQUM,999
0.0,94598,Walnut Creek,,0.0,0.0,0,001i000000NuPN8,999
0.0,,,,0.0,0.0,0,001i000000NuNm5,999
0.0,94563,Orinda,,0.0,50.0,1,001i000000NuOVR,1997.0
0.0,94114,San Francisco,,0.0,300.0,4,001i000000NuNxK,1990.0
0.0,94553,Martinez,,0.0,0.0,0,001i000000NuPt1,999
0.0,94707,berkeley,,0.0,0.0,0,001i000000em8xe,999
0.0,92651-1145,Laguna Beach,,0.0,0.0,0,001i000000NuNca,999
0.0,94708,Berkeley,,0.0,994.0,10,001i000000NuP3E,1999.0
1.0,94803,El Sobrante,,250.0,1268.0,13,001i000000Lhycy,1995.0
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuQlz,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuPYO,999
0.0,94306,Sunnyvale,,0.0,0.0,0,001i000000NuQvI,999
0.0,1074EC,Amsterdam,,0.0,0.0,0,001i000000NuRSa,999
0.0,94115,San Francisco,,0.0,1104.0,4,001i000000NuNnJ,1985.0
0.0,,,,0.0,0.0,0,001i000000LiKys,999
0.0,94563,Orinda,,0.0,0.0,0,001i000000NuPzE,999
0.0,94087,Sunnyvale,,0.0,0.0,0,001i000000NuOTy,999
0.0,90703-6315,Cerritos,,0.0,0.0,0,001i000000NuNet,999
0.0,94070,San Carlos,,0.0,0.0,0,001i000000NuQiO,999
0.0,94568,Dublin,,0.0,0.0,0,001i000000NuQCs,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuRNR,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000oks3d,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuQEH,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQDI,999
0.0,,,,0.0,0.0,0,001i000000Li96R,999
0.0,94122,San Francisco,,0.0,0.0,0,001i000000NuQr1,999
